ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IN_SOURCE_LANGUAGE_GROUP
Backstrom-1992-210c-179	176	few	1242	FEW	Burushaski
Backstrom-1992-210c-180	177	many	1198	MANY	Burushaski
Backstrom-1992-210c-181	178	all	98	ALL	Burushaski
Backstrom-1992-210c-182	179	eat!	1336	EAT	Burushaski
Backstrom-1992-210c-183	180	(the dog) bites	1403	BITE	Burushaski
Backstrom-1992-210c-184	181	(you) are hungry	1533	BE HUNGRY	Burushaski
Backstrom-1992-210c-185	182	drink!	1401	DRINK	Burushaski
Backstrom-1992-210c-186	183	(you are) thirsty	847	THIRSTY	Burushaski
Backstrom-1992-210c-187	184	sleep!	1585	SLEEP	Burushaski
Backstrom-1992-210c-188	185	lay down!	2071	LAY (VERB)	Burushaski
Backstrom-1992-210c-189	186	sit!	1416	SIT	Burushaski
Backstrom-1992-210c-190	187	give!	1447	GIVE	Burushaski
Backstrom-1992-210c-191	188	burn! (trans.)	141	BURN (SOMETHING)	Burushaski
Backstrom-1992-210c-192	189	(he) died	1494	DIE	Burushaski
Backstrom-1992-210c-193	190	beat!	1665	BEAT	Burushaski
Backstrom-1992-210c-194	191	(the bird) flies	1441	FLY (MOVE THROUGH AIR)	Burushaski
Backstrom-1992-210c-195	192	walk!	1443	WALK	Burushaski
Backstrom-1992-210c-196	193	run!	1519	RUN	Burushaski
Backstrom-1992-210c-197	194	go!	695	GO	Burushaski
Backstrom-1992-210c-198	195	come!	1446	COME	Burushaski
Backstrom-1992-210c-199	196	speak!	1623	SPEAK	Burushaski
Backstrom-1992-210c-200	197	listen! / hear!	1408	HEAR	Burushaski
Backstrom-1992-210c-201	198	look!	1819	LOOK	Burushaski
Backstrom-1992-210c-202	199	I	1209	I	Burushaski
Backstrom-1992-210c-203	200	you	1215	THOU	Burushaski
Backstrom-1992-210c-205	201	he	1211	HE	Burushaski
Backstrom-1992-210c-206	202	she	1834	SHE	Burushaski
Backstrom-1992-210c-207	203	we	1212	WE	Burushaski
Backstrom-1992-210c-209	204	you (plural)	1213	YOU	Burushaski
Backstrom-1992-210c-210	205	they	817	THEY	Burushaski
Backstrom-1992-210d-1	1	body	1480	BODY	Wakhi
Backstrom-1992-210d-2	2	head	1256	HEAD	Wakhi
Backstrom-1992-210d-3	3	hair	1040	HAIR	Wakhi
Backstrom-1992-210d-4	4	face	1560	FACE	Wakhi
Backstrom-1992-210d-5	5	one eye	1248	EYE	Wakhi
Backstrom-1992-210d-6	6	one ear	1247	EAR	Wakhi
Backstrom-1992-210d-7	7	nose	1221	NOSE	Wakhi
Backstrom-1992-210d-8	8	mouth	674	MOUTH	Wakhi
Backstrom-1992-210d-9	9	one tooth	1380	TOOTH	Wakhi
Backstrom-1992-210d-10	10	tongue	1205	TONGUE	Wakhi
Backstrom-1992-210d-11	11	breast	1402	BREAST	Wakhi
Backstrom-1992-210d-12	12	belly	1251	BELLY	Wakhi
Backstrom-1992-210d-13	13	arm	1673	ARM	Wakhi
Backstrom-1992-210d-14	14	elbow	981	ELBOW	Wakhi
Backstrom-1992-210d-15	15	palm of hand	1183	PALM OF HAND	Wakhi
Backstrom-1992-210d-16	16	finger	1303	FINGER	Wakhi
Backstrom-1992-210d-17	17	fingernail	1258	FINGERNAIL	Wakhi
Backstrom-1992-210d-18	18	leg	1297	LEG	Wakhi
Backstrom-1992-210d-19	19	skin	763	SKIN	Wakhi
Backstrom-1992-210d-20	20	bone	1394	BONE	Wakhi
Backstrom-1992-210d-21	21	heart	1223	HEART	Wakhi
Backstrom-1992-210d-22	22	blood	946	BLOOD	Wakhi
Backstrom-1992-210d-23	23	urine	1142	URINE	Wakhi
Backstrom-1992-210d-24	24	feces	675	FAECES (EXCREMENT)	Wakhi
Backstrom-1992-210d-25	25	village	930	VILLAGE	Wakhi
Backstrom-1992-210d-26	26	house	1252	HOUSE	Wakhi
Backstrom-1992-210d-27	27	roof	769	ROOF	Wakhi
Backstrom-1992-210d-28	28	door	1567	DOOR	Wakhi
Backstrom-1992-210d-29	29	firewood	10	FIREWOOD	Wakhi
Backstrom-1992-210d-30	30	broom	245	BROOM	Wakhi
Backstrom-1992-210d-31	31	butter churn			Wakhi
Backstrom-1992-210d-32	32	agitator / pestle	225	PESTLE	Wakhi
Backstrom-1992-210d-33	33	hammer	1481	HAMMER	Wakhi
Backstrom-1992-210d-34	34	knife	1352	KNIFE	Wakhi
Backstrom-1992-210d-35	35	axe	677	AXE	Wakhi
Backstrom-1992-210d-36	36	rope	1218	ROPE	Wakhi
Backstrom-1992-210d-37	37	thread	1161	THREAD	Wakhi
Backstrom-1992-210d-38	38	needle	1382	NEEDLE (FOR SEWING)	Wakhi
Backstrom-1992-210d-39	39	cloth	1616	CLOTH	Wakhi
Backstrom-1992-210d-40	40	ring	1374	RING	Wakhi
Backstrom-1992-210d-41	41	sun	1343	SUN	Wakhi
Backstrom-1992-210d-42	42	moon	1313	MOON	Wakhi
Backstrom-1992-210d-43	43	sky	1732	SKY	Wakhi
Backstrom-1992-210d-44	44	one star	1430	STAR	Wakhi
Backstrom-1992-210d-45	45	rain	658	RAIN (PRECIPITATION)	Wakhi
Backstrom-1992-210d-46	46	water	948	WATER	Wakhi
Backstrom-1992-210d-47	47	river	666	RIVER	Wakhi
Backstrom-1992-210d-48	48	cloud	1489	CLOUD	Wakhi
Backstrom-1992-210d-49	49	lightning	1654	LIGHTNING	Wakhi
Backstrom-1992-210d-50	50	rainbow	1733	RAINBOW	Wakhi
Backstrom-1992-210d-51	51	wind	960	WIND	Wakhi
Backstrom-1992-210d-52	52	stone	857	STONE	Wakhi
Backstrom-1992-210d-53	53	path	2252	PATH	Wakhi
Backstrom-1992-210d-54	54	sand	671	SAND	Wakhi
Backstrom-1992-210d-55	55	fire	221	FIRE	Wakhi
Backstrom-1992-210d-56	56	smoke	778	SMOKE (EXHAUST)	Wakhi
Backstrom-1992-210d-57	57	ash	646	ASH	Wakhi
Backstrom-1992-210d-58	58	mud	640	MUD	Wakhi
Backstrom-1992-210d-59	59	dust	2	DUST	Wakhi
Backstrom-1992-210d-60	60	gold	1369	GOLD	Wakhi
Backstrom-1992-210d-61	61	tree	906	TREE	Wakhi
Backstrom-1992-210d-62	62	leaf	628	LEAF	Wakhi
Backstrom-1992-210d-63	63	root	670	ROOT	Wakhi
Backstrom-1992-210d-64	64	thorn	124	THORN	Wakhi
Backstrom-1992-210d-65	65	flower	239	FLOWER	Wakhi
Backstrom-1992-210d-66	66	fruit	1507	FRUIT	Wakhi
Backstrom-1992-210d-69	67	wheat	1077	WHEAT	Wakhi
Backstrom-1992-210d-71	68	rice	926	RICE	Wakhi
Backstrom-1992-210d-72	69	potato	593	POTATO	Wakhi
Backstrom-1992-210d-75	70	chili	919	CHILI PEPPER	Wakhi
Backstrom-1992-210d-76	71	turmeric	2842	TURMERIC	Wakhi
Backstrom-1992-210d-77	72	garlic	2368	GARLIC	Wakhi
Backstrom-1992-210d-78	73	onion	2366	ONION	Wakhi
Backstrom-1992-210d-79	74	cauliflower	2843	CAULIFLOWER	Wakhi
Backstrom-1992-210d-80	75	tomato	986	TOMATO	Wakhi
Backstrom-1992-210d-81	76	cabbage	774	CABBAGE	Wakhi
Backstrom-1992-210d-82	77	oil (for cooking)	1484	OIL (ORGANIC SUBSTANCE)	Wakhi
Backstrom-1992-210d-83	78	salt	1274	SALT	Wakhi
Backstrom-1992-210d-84	79	meat (for eating)	634	MEAT	Wakhi
Backstrom-1992-210d-85	80	fat (part of meat)	1282	FAT (FROM ANIMALS)	Wakhi
Backstrom-1992-210d-86	81	fish	227	FISH	Wakhi
Backstrom-1992-210d-87	82	chicken (hen)	1514	HEN	Wakhi
Backstrom-1992-210d-88	83	one egg	744	EGG	Wakhi
Backstrom-1992-210d-89	84	cow	1007	COW	Wakhi
Backstrom-1992-210d-90	85	buffalo	934	BUFFALO	Wakhi
Backstrom-1992-210d-91	86	milk	635	MILK	Wakhi
Backstrom-1992-210d-92	87	horn	1393	HORN (ANATOMY)	Wakhi
Backstrom-1992-210d-93	88	tail	1220	TAIL	Wakhi
Backstrom-1992-210d-94	89	goat	1502	GOAT	Wakhi
Backstrom-1992-210d-95	90	dog	2009	DOG	Wakhi
Backstrom-1992-210d-96	91	snake	730	SNAKE	Wakhi
Backstrom-1992-210d-97	92	monkey	1350	MONKEY	Wakhi
Backstrom-1992-210d-98	93	mosquito	1509	MOSQUITO	Wakhi
Backstrom-1992-210d-99	94	ant	587	ANT	Wakhi
Backstrom-1992-210d-100	95	spider	843	SPIDER	Wakhi
Backstrom-1992-210d-101	96	name	1405	NAME	Wakhi
Backstrom-1992-210d-102	97	man	1554	MAN	Wakhi
Backstrom-1992-210d-103	98	woman	962	WOMAN	Wakhi
Backstrom-1992-210d-104	99	child	2099	CHILD	Wakhi
Backstrom-1992-210d-105	100	father	1217	FATHER	Wakhi
Backstrom-1992-210d-106	101	mother	1216	MOTHER	Wakhi
Backstrom-1992-210d-107	102	older brother	1759	OLDER BROTHER	Wakhi
Backstrom-1992-210d-108	103	younger brother	1760	YOUNGER BROTHER	Wakhi
Backstrom-1992-210d-109	104	older sister	1758	OLDER SISTER	Wakhi
Backstrom-1992-210d-110	105	younger sister	1761	YOUNGER SISTER	Wakhi
Backstrom-1992-210d-111	106	son	1620	SON	Wakhi
Backstrom-1992-210d-112	107	daughter	1357	DAUGHTER	Wakhi
Backstrom-1992-210d-113	108	husband	1200	HUSBAND	Wakhi
Backstrom-1992-210d-114	109	wife	1199	WIFE	Wakhi
Backstrom-1992-210d-115	110	boy	1366	BOY	Wakhi
Backstrom-1992-210d-116	111	girl	1646	GIRL	Wakhi
Backstrom-1992-210d-117	112	day	1225	DAY (NOT NIGHT)	Wakhi
Backstrom-1992-210d-118	113	night	1233	NIGHT	Wakhi
Backstrom-1992-210d-119	114	morning	1339	MORNING	Wakhi
Backstrom-1992-210d-120	115	noon	12	MIDDAY	Wakhi
Backstrom-1992-210d-121	116	evening	1629	EVENING	Wakhi
Backstrom-1992-210d-122	117	yesterday	1174	YESTERDAY	Wakhi
Backstrom-1992-210d-123	118	today	1283	TODAY	Wakhi
Backstrom-1992-210d-124	119	tomorrow	1329	TOMORROW	Wakhi
Backstrom-1992-210d-125	120	week	1469	WEEK	Wakhi
Backstrom-1992-210d-126	121	month	1370	MONTH	Wakhi
Backstrom-1992-210d-127	122	year	1226	YEAR	Wakhi
Backstrom-1992-210d-128	123	old (thing)	2113	OLD (USED)	Wakhi
Backstrom-1992-210d-129	124	new	1231	NEW	Wakhi
Backstrom-1992-210d-130	125	good	1035	GOOD	Wakhi
Backstrom-1992-210d-131	126	bad	1292	BAD	Wakhi
Backstrom-1992-210d-132	127	wet	1726	WET	Wakhi
Backstrom-1992-210d-133	128	dry	1398	DRY	Wakhi
Backstrom-1992-210d-134	129	long	1203	LONG	Wakhi
Backstrom-1992-210d-135	130	short	1645	SHORT	Wakhi
Backstrom-1992-210d-136	131	hot	1286	HOT	Wakhi
Backstrom-1992-210d-137	132	cold	1287	COLD	Wakhi
Backstrom-1992-210d-138	133	right	1019	RIGHT	Wakhi
Backstrom-1992-210d-139	134	left	244	LEFT	Wakhi
Backstrom-1992-210d-140	135	near	1942	NEAR	Wakhi
Backstrom-1992-210d-141	136	far	1406	FAR	Wakhi
Backstrom-1992-210d-142	137	big	1202	BIG	Wakhi
Backstrom-1992-210d-143	138	small	1246	SMALL	Wakhi
Backstrom-1992-210d-144	139	heavy	1210	HEAVY	Wakhi
Backstrom-1992-210d-145	140	light	1052	LIGHT (WEIGHT)	Wakhi
Backstrom-1992-210d-146	141	above	1741	ABOVE	Wakhi
Backstrom-1992-210d-147	142	below	1485	BELOW OR UNDER	Wakhi
Backstrom-1992-210d-148	143	white	1335	WHITE	Wakhi
Backstrom-1992-210d-149	144	black	163	BLACK	Wakhi
Backstrom-1992-210d-150	145	red	156	RED	Wakhi
Backstrom-1992-210d-151	146	one	1493	ONE	Wakhi
Backstrom-1992-210d-152	147	two	1498	TWO	Wakhi
Backstrom-1992-210d-153	148	three	492	THREE	Wakhi
Backstrom-1992-210d-154	149	four	1500	FOUR	Wakhi
Backstrom-1992-210d-155	150	five	493	FIVE	Wakhi
Backstrom-1992-210d-156	151	six	1703	SIX	Wakhi
Backstrom-1992-210d-157	152	seven	1704	SEVEN	Wakhi
Backstrom-1992-210d-158	153	eight	1705	EIGHT	Wakhi
Backstrom-1992-210d-159	154	nine	1483	NINE	Wakhi
Backstrom-1992-210d-160	155	ten	1515	TEN	Wakhi
Backstrom-1992-210d-161	156	eleven	1706	ELEVEN	Wakhi
Backstrom-1992-210d-162	157	twelve	1707	TWELVE	Wakhi
Backstrom-1992-210d-163	158	twenty	1710	TWENTY	Wakhi
Backstrom-1992-210d-164	159	one hundred	1634	HUNDRED	Wakhi
Backstrom-1992-210d-165	160	who	1235	WHO	Wakhi
Backstrom-1992-210d-166	161	what	1236	WHAT	Wakhi
Backstrom-1992-210d-167	162	where	1237	WHERE	Wakhi
Backstrom-1992-210d-168	163	when	1238	WHEN	Wakhi
Backstrom-1992-210d-169	164	how many	822	HOW MANY	Wakhi
Backstrom-1992-210d-170	165	which	727	WHICH	Wakhi
Backstrom-1992-210d-171	166	this	1214	THIS	Wakhi
Backstrom-1992-210d-172	167	that	78	THAT	Wakhi
Backstrom-1992-210d-173	168	these	1214	THIS	Wakhi
Backstrom-1992-210d-174	169	those	78	THAT	Wakhi
Backstrom-1992-210d-176	170	different	2504	DIFFERENT	Wakhi
Backstrom-1992-210d-177	171	whole (not broken)	2277	WHOLE	Wakhi
Backstrom-1992-210d-178	172	broken	588	BROKEN	Wakhi
Backstrom-1992-210d-179	173	few	1242	FEW	Wakhi
Backstrom-1992-210d-180	174	many	1198	MANY	Wakhi
Backstrom-1992-210d-181	175	all	98	ALL	Wakhi
Backstrom-1992-210d-182	176	(you) eat!	1336	EAT	Wakhi
Backstrom-1992-210d-183	177	(the dog) bites	1403	BITE	Wakhi
Backstrom-1992-210d-184	178	(you are) hungry	1533	BE HUNGRY	Wakhi
Backstrom-1992-210d-185	179	(you) drink!	1401	DRINK	Wakhi
Backstrom-1992-210d-186	180	(you are) thirsty	847	THIRSTY	Wakhi
Backstrom-1992-210d-187	181	(you) sleep!	1585	SLEEP	Wakhi
Backstrom-1992-210d-188	182	(you) lay down!	2071	LAY (VERB)	Wakhi
Backstrom-1992-210d-189	183	(you) sit down!	1416	SIT	Wakhi
Backstrom-1992-210d-190	184	(you) give!	1447	GIVE	Wakhi
Backstrom-1992-210d-192	185	(he) died	1494	DIE	Wakhi
Backstrom-1992-210d-193	186	(you) beat!	1665	BEAT	Wakhi
Backstrom-1992-210d-194	187	(the bird) flies	1441	FLY (MOVE THROUGH AIR)	Wakhi
Backstrom-1992-210d-195	188	(you) walk!	1443	WALK	Wakhi
Backstrom-1992-210d-196	189	(you) run!	1519	RUN	Wakhi
Backstrom-1992-210d-197	190	(you) go!	695	GO	Wakhi
Backstrom-1992-210d-198	191	(you) come!	1446	COME	Wakhi
Backstrom-1992-210d-199	192	(you) speak!	1623	SPEAK	Wakhi
Backstrom-1992-210d-200	193	(you) listen!/hear!	1408	HEAR	Wakhi
Backstrom-1992-210d-201	194	(you) look!/see!	1819	LOOK	Wakhi
Backstrom-1992-210d-202	195	I	1209	I	Wakhi
Backstrom-1992-210d-203	196	you	1215	THOU	Wakhi
Backstrom-1992-210d-205	197	he	1211	HE	Wakhi
Backstrom-1992-210d-206	198	she	1834	SHE	Wakhi
Backstrom-1992-210d-207	199	we	1212	WE	Wakhi
Backstrom-1992-210d-209	200	you (plural)	1213	YOU	Wakhi
Backstrom-1992-210d-210	201	they	817	THEY	Wakhi
Backstrom-1992-210e-1	1	body	1480	BODY	Domaaki
Backstrom-1992-210e-2	2	head	1256	HEAD	Domaaki
Backstrom-1992-210e-3	3	hair	1040	HAIR	Domaaki
Backstrom-1992-210e-4	4	face	1560	FACE	Domaaki
Backstrom-1992-210e-5	5	eye	1248	EYE	Domaaki
Backstrom-1992-210e-6	6	ear	1247	EAR	Domaaki
Backstrom-1992-210e-7	7	nose	1221	NOSE	Domaaki
Backstrom-1992-210e-8	8	mouth	674	MOUTH	Domaaki
Backstrom-1992-210e-9	9	tooth	1380	TOOTH	Domaaki
Backstrom-1992-210e-10	10	tongue	1205	TONGUE	Domaaki
Backstrom-1992-210e-11	11	breast	1402	BREAST	Domaaki
Backstrom-1992-210e-12	12	belly	1251	BELLY	Domaaki
Backstrom-1992-210e-13	13	arm	1673	ARM	Domaaki
Backstrom-1992-210e-14	14	elbow	981	ELBOW	Domaaki
Backstrom-1992-210e-15	15	palm	1183	PALM OF HAND	Domaaki
Backstrom-1992-210e-16	16	finger	1303	FINGER	Domaaki
Backstrom-1992-210e-17	17	fingernail	1258	FINGERNAIL	Domaaki
Backstrom-1992-210e-18	18	leg	1297	LEG	Domaaki
Backstrom-1992-210e-19	19	skin	763	SKIN	Domaaki
Backstrom-1992-210e-20	20	bone	1394	BONE	Domaaki
Backstrom-1992-210e-21	21	heart	1223	HEART	Domaaki
Backstrom-1992-210e-22	22	blood	946	BLOOD	Domaaki
Backstrom-1992-210e-23	23	urine	1142	URINE	Domaaki
Backstrom-1992-210e-24	24	feces	675	FAECES (EXCREMENT)	Domaaki
Backstrom-1992-210e-25	25	village	930	VILLAGE	Domaaki
Backstrom-1992-210e-26	26	house	1252	HOUSE	Domaaki
Backstrom-1992-210e-27	27	roof	769	ROOF	Domaaki
Backstrom-1992-210e-28	28	door	1567	DOOR	Domaaki
Backstrom-1992-210e-29	29	firewood	10	FIREWOOD	Domaaki
Backstrom-1992-210e-30	30	broom	245	BROOM	Domaaki
Backstrom-1992-210e-31	31	mortar	224	MORTAR CRUSHER	Domaaki
Backstrom-1992-210e-32	32	pestle	225	PESTLE	Domaaki
Backstrom-1992-210e-33	33	hammer	1481	HAMMER	Domaaki
Backstrom-1992-210e-34	34	knife	1352	KNIFE	Domaaki
Backstrom-1992-210e-35	35	axe	677	AXE	Domaaki
Backstrom-1992-210e-36	36	rope	1218	ROPE	Domaaki
Backstrom-1992-210e-37	37	thread	1161	THREAD	Domaaki
Backstrom-1992-210e-38	38	needle	1382	NEEDLE (FOR SEWING)	Domaaki
Backstrom-1992-210e-39	39	cloth	1616	CLOTH	Domaaki
Backstrom-1992-210e-40	40	ring	1374	RING	Domaaki
Backstrom-1992-210e-41	41	sun	1343	SUN	Domaaki
Backstrom-1992-210e-42	42	moon	1313	MOON	Domaaki
Backstrom-1992-210e-43	43	sky	1732	SKY	Domaaki
Backstrom-1992-210e-44	44	star	1430	STAR	Domaaki
Backstrom-1992-210e-45	45	rain	658	RAIN (PRECIPITATION)	Domaaki
Backstrom-1992-210e-46	46	water	948	WATER	Domaaki
Backstrom-1992-210e-47	47	river	666	RIVER	Domaaki
Backstrom-1992-210e-48	48	cloud	1489	CLOUD	Domaaki
Backstrom-1992-210e-49	49	lightning	1654	LIGHTNING	Domaaki
Backstrom-1992-210e-50	50	rainbow	1733	RAINBOW	Domaaki
Backstrom-1992-210e-51	51	wind	960	WIND	Domaaki
Backstrom-1992-210e-52	52	stone	857	STONE	Domaaki
Backstrom-1992-210e-53	53	path	2252	PATH	Domaaki
Backstrom-1992-210e-54	54	sand	671	SAND	Domaaki
Backstrom-1992-210e-55	55	fire	221	FIRE	Domaaki
Backstrom-1992-210e-56	56	smoke	778	SMOKE (EXHAUST)	Domaaki
Backstrom-1992-210e-57	57	ash	646	ASH	Domaaki
Backstrom-1992-210e-58	58	mud	640	MUD	Domaaki
Backstrom-1992-210e-59	59	dust	2	DUST	Domaaki
Backstrom-1992-210e-60	60	gold	1369	GOLD	Domaaki
Backstrom-1992-210e-61	61	tree	906	TREE	Domaaki
Backstrom-1992-210e-62	62	leaf	628	LEAF	Domaaki
Backstrom-1992-210e-63	63	root	670	ROOT	Domaaki
Backstrom-1992-210e-64	64	thorn	124	THORN	Domaaki
Backstrom-1992-210e-65	65	flower	239	FLOWER	Domaaki
Backstrom-1992-210e-66	66	fruit	1507	FRUIT	Domaaki
Backstrom-1992-210e-67	67	mango	2398	MANGO	Domaaki
Backstrom-1992-210e-68	68	banana	868	BANANA	Domaaki
Backstrom-1992-210e-69	69	wheat	1077	WHEAT	Domaaki
Backstrom-1992-210e-70	70	millet	931	MILLET	Domaaki
Backstrom-1992-210e-71	71	rice	926	RICE	Domaaki
Backstrom-1992-210e-72	72	potato	593	POTATO	Domaaki
Backstrom-1992-210e-73	73	eggplant	1146	AUBERGINE	Domaaki
Backstrom-1992-210e-74	74	groundnut	2364	PEANUT	Domaaki
Backstrom-1992-210e-75	75	chili	919	CHILI PEPPER	Domaaki
Backstrom-1992-210e-76	76	turmeric	2842	TURMERIC	Domaaki
Backstrom-1992-210e-77	77	garlic	2368	GARLIC	Domaaki
Backstrom-1992-210e-78	78	onion	2366	ONION	Domaaki
Backstrom-1992-210e-79	79	cauliflower	2843	CAULIFLOWER	Domaaki
Backstrom-1992-210e-80	80	tomato	986	TOMATO	Domaaki
Backstrom-1992-210e-81	81	cabbage	774	CABBAGE	Domaaki
Backstrom-1992-210e-82	82	oil	1484	OIL (ORGANIC SUBSTANCE)	Domaaki
Backstrom-1992-210e-83	83	salt	1274	SALT	Domaaki
Backstrom-1992-210e-84	84	meat	634	MEAT	Domaaki
Backstrom-1992-210e-85	85	fat	1282	FAT (FROM ANIMALS)	Domaaki
Backstrom-1992-210e-86	86	fish	227	FISH	Domaaki
Backstrom-1992-210e-87	87	chicken (f.)	1514	HEN	Domaaki
Backstrom-1992-210e-88	88	egg	744	EGG	Domaaki
Backstrom-1992-210e-89	89	cow	1007	COW	Domaaki
Backstrom-1992-210e-90	90	buffalo	934	BUFFALO	Domaaki
Backstrom-1992-210e-91	91	milk	635	MILK	Domaaki
