ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IN_SOURCE_LANGUAGE_GROUP
Backstrom-1992-210e-92	92	horn	1393	HORN (ANATOMY)	Domaaki
Backstrom-1992-210e-93	93	tail	1220	TAIL	Domaaki
Backstrom-1992-210e-94	94	goat	1502	GOAT	Domaaki
Backstrom-1992-210e-95	95	dog	2009	DOG	Domaaki
Backstrom-1992-210e-96	96	snake	730	SNAKE	Domaaki
Backstrom-1992-210e-97	97	monkey	1350	MONKEY	Domaaki
Backstrom-1992-210e-98	98	mosquito	1509	MOSQUITO	Domaaki
Backstrom-1992-210e-99	99	ant	587	ANT	Domaaki
Backstrom-1992-210e-100	100	spider	843	SPIDER	Domaaki
Backstrom-1992-210e-101	101	name	1405	NAME	Domaaki
Backstrom-1992-210e-102	102	man	1554	MAN	Domaaki
Backstrom-1992-210e-103	103	woman	962	WOMAN	Domaaki
Backstrom-1992-210e-104	104	child	2099	CHILD	Domaaki
Backstrom-1992-210e-105	105	father	1217	FATHER	Domaaki
Backstrom-1992-210e-106	106	mother	1216	MOTHER	Domaaki
Backstrom-1992-210e-107	107	older brother	1759	OLDER BROTHER	Domaaki
Backstrom-1992-210e-108	108	younger brother	1760	YOUNGER BROTHER	Domaaki
Backstrom-1992-210e-109	109	older sister	1758	OLDER SISTER	Domaaki
Backstrom-1992-210e-110	110	younger sister	1761	YOUNGER SISTER	Domaaki
Backstrom-1992-210e-111	111	son	1620	SON	Domaaki
Backstrom-1992-210e-112	112	daughter	1357	DAUGHTER	Domaaki
Backstrom-1992-210e-113	113	husband	1200	HUSBAND	Domaaki
Backstrom-1992-210e-114	114	wife	1199	WIFE	Domaaki
Backstrom-1992-210e-115	115	boy	1366	BOY	Domaaki
Backstrom-1992-210e-116	116	girl	1646	GIRL	Domaaki
Backstrom-1992-210e-117	117	day	1225	DAY (NOT NIGHT)	Domaaki
Backstrom-1992-210e-118	118	night	1233	NIGHT	Domaaki
Backstrom-1992-210e-119	119	morning	1339	MORNING	Domaaki
Backstrom-1992-210e-120	120	noon	12	MIDDAY	Domaaki
Backstrom-1992-210e-121	121	evening	1629	EVENING	Domaaki
Backstrom-1992-210e-122	122	yesterday	1174	YESTERDAY	Domaaki
Backstrom-1992-210e-123	123	today	1283	TODAY	Domaaki
Backstrom-1992-210e-124	124	tomorrow	1329	TOMORROW	Domaaki
Backstrom-1992-210e-125	125	week	1469	WEEK	Domaaki
Backstrom-1992-210e-126	126	month	1370	MONTH	Domaaki
Backstrom-1992-210e-127	127	year	1226	YEAR	Domaaki
Backstrom-1992-210e-128	128	old (thing)	2113	OLD (USED)	Domaaki
Backstrom-1992-210e-129	129	new	1231	NEW	Domaaki
Backstrom-1992-210e-130	130	good	1035	GOOD	Domaaki
Backstrom-1992-210e-131	131	bad	1292	BAD	Domaaki
Backstrom-1992-210e-132	132	wet	1726	WET	Domaaki
Backstrom-1992-210e-133	133	dry	1398	DRY	Domaaki
Backstrom-1992-210e-134	134	long	1203	LONG	Domaaki
Backstrom-1992-210e-135	135	short	1645	SHORT	Domaaki
Backstrom-1992-210e-136	136	hot	1286	HOT	Domaaki
Backstrom-1992-210e-137	137	cold	1287	COLD	Domaaki
Backstrom-1992-210e-138	138	right	1019	RIGHT	Domaaki
Backstrom-1992-210e-139	139	left	244	LEFT	Domaaki
Backstrom-1992-210e-140	140	near	1942	NEAR	Domaaki
Backstrom-1992-210e-141	141	far	1406	FAR	Domaaki
Backstrom-1992-210e-142	142	big	1202	BIG	Domaaki
Backstrom-1992-210e-143	143	small	1246	SMALL	Domaaki
Backstrom-1992-210e-144	144	heavy	1210	HEAVY	Domaaki
Backstrom-1992-210e-145	145	light	1052	LIGHT (WEIGHT)	Domaaki
Backstrom-1992-210e-146	146	above	1741	ABOVE	Domaaki
Backstrom-1992-210e-147	147	below	1485	BELOW OR UNDER	Domaaki
Backstrom-1992-210e-148	148	white	1335	WHITE	Domaaki
Backstrom-1992-210e-149	149	black	163	BLACK	Domaaki
Backstrom-1992-210e-150	150	red	156	RED	Domaaki
Backstrom-1992-210e-151	151	one	1493	ONE	Domaaki
Backstrom-1992-210e-152	152	two	1498	TWO	Domaaki
Backstrom-1992-210e-153	153	three	492	THREE	Domaaki
Backstrom-1992-210e-154	154	four	1500	FOUR	Domaaki
Backstrom-1992-210e-155	155	five	493	FIVE	Domaaki
Backstrom-1992-210e-156	156	six	1703	SIX	Domaaki
Backstrom-1992-210e-157	157	seven	1704	SEVEN	Domaaki
Backstrom-1992-210e-158	158	eight	1705	EIGHT	Domaaki
Backstrom-1992-210e-159	159	nine	1483	NINE	Domaaki
Backstrom-1992-210e-160	160	ten	1515	TEN	Domaaki
Backstrom-1992-210e-161	161	eleven	1706	ELEVEN	Domaaki
Backstrom-1992-210e-162	162	twelve	1707	TWELVE	Domaaki
Backstrom-1992-210e-163	163	twenty	1710	TWENTY	Domaaki
Backstrom-1992-210e-164	164	one hundred	1634	HUNDRED	Domaaki
Backstrom-1992-210e-165	165	who	1235	WHO	Domaaki
Backstrom-1992-210e-166	166	what	1236	WHAT	Domaaki
Backstrom-1992-210e-167	167	where	1237	WHERE	Domaaki
Backstrom-1992-210e-168	168	when	1238	WHEN	Domaaki
Backstrom-1992-210e-169	169	how many	822	HOW MANY	Domaaki
Backstrom-1992-210e-170	170	which	727	WHICH	Domaaki
Backstrom-1992-210e-171	171	this	1214	THIS	Domaaki
Backstrom-1992-210e-172	172	that	78	THAT	Domaaki
Backstrom-1992-210e-173	173	these	1214	THIS	Domaaki
Backstrom-1992-210e-174	174	those	78	THAT	Domaaki
Backstrom-1992-210e-175	175	same	200	SAME	Domaaki
Backstrom-1992-210e-176	176	different	2504	DIFFERENT	Domaaki
Backstrom-1992-210e-177	177	whole	2277	WHOLE	Domaaki
Backstrom-1992-210e-178	178	broken	588	BROKEN	Domaaki
Backstrom-1992-210e-179	179	few	1242	FEW	Domaaki
Backstrom-1992-210e-180	180	many	1198	MANY	Domaaki
Backstrom-1992-210e-181	181	all	98	ALL	Domaaki
Backstrom-1992-210e-182	182	you eat!	1336	EAT	Domaaki
Backstrom-1992-210e-183	183	the dog bites	1403	BITE	Domaaki
Backstrom-1992-210e-184	184	(you are) hungry	1533	BE HUNGRY	Domaaki
Backstrom-1992-210e-185	185	drink!	1401	DRINK	Domaaki
Backstrom-1992-210e-186	186	(you are) thirsty	847	THIRSTY	Domaaki
Backstrom-1992-210e-187	187	sleep!	1585	SLEEP	Domaaki
Backstrom-1992-210e-188	188	lay down!	2071	LAY (VERB)	Domaaki
Backstrom-1992-210e-189	189	sit down!	1416	SIT	Domaaki
Backstrom-1992-210e-190	190	give!	1447	GIVE	Domaaki
Backstrom-1992-210e-191	191	burn the wood!	141	BURN (SOMETHING)	Domaaki
Backstrom-1992-210e-192	192	(he) died	1494	DIE	Domaaki
Backstrom-1992-210e-193	193	kill!	1417	KILL	Domaaki
Backstrom-1992-210e-194	194	(the bird) flies	1441	FLY (MOVE THROUGH AIR)	Domaaki
Backstrom-1992-210e-195	195	walk!	1443	WALK	Domaaki
Backstrom-1992-210e-196	196	run!	1519	RUN	Domaaki
Backstrom-1992-210e-197	197	go!	695	GO	Domaaki
Backstrom-1992-210e-198	198	come!	1446	COME	Domaaki
Backstrom-1992-210e-199	199	speak!	1623	SPEAK	Domaaki
Backstrom-1992-210e-200	200	listen!/hear!	1408	HEAR	Domaaki
Backstrom-1992-210e-201	201	look!/see!	1819	LOOK	Domaaki
Backstrom-1992-210e-202	202	I	1209	I	Domaaki
Backstrom-1992-210e-203	203	you (inf.)	1215	THOU	Domaaki
Backstrom-1992-210e-205	204	he	1211	HE	Domaaki
Backstrom-1992-210e-206	205	she	1834	SHE	Domaaki
Backstrom-1992-210e-207	206	we (incl.)	1131	WE (INCLUSIVE)	Domaaki
Backstrom-1992-210e-208	207	we (excl.)	1130	WE (EXCLUSIVE)	Domaaki
Backstrom-1992-210e-209	208	you (pl.)	1213	YOU	Domaaki
Backstrom-1992-210e-210	209	they	817	THEY	Domaaki
Backstrom-1992-210f-1	1	body	1480	BODY	Shina
Backstrom-1992-210f-2	2	head	1256	HEAD	Shina
Backstrom-1992-210f-3	3	hair	1040	HAIR	Shina
Backstrom-1992-210f-4	4	face	1560	FACE	Shina
Backstrom-1992-210f-5	5	eye	1248	EYE	Shina
Backstrom-1992-210f-6	6	ear	1247	EAR	Shina
Backstrom-1992-210f-7	7	nose	1221	NOSE	Shina
Backstrom-1992-210f-8	8	mouth	674	MOUTH	Shina
Backstrom-1992-210f-9	9	tooth	1380	TOOTH	Shina
Backstrom-1992-210f-10	10	tongue	1205	TONGUE	Shina
Backstrom-1992-210f-11	11	breast	1402	BREAST	Shina
Backstrom-1992-210f-12	12	belly	1251	BELLY	Shina
Backstrom-1992-210f-13	13	arm	1673	ARM	Shina
Backstrom-1992-210f-14	14	elbow	981	ELBOW	Shina
Backstrom-1992-210f-15	15	palm of hand	1183	PALM OF HAND	Shina
Backstrom-1992-210f-16	16	finger	1303	FINGER	Shina
Backstrom-1992-210f-17	17	fingernail	1258	FINGERNAIL	Shina
Backstrom-1992-210f-18	18	leg	1297	LEG	Shina
Backstrom-1992-210f-19	19	skin	763	SKIN	Shina
Backstrom-1992-210f-20	20	bone	1394	BONE	Shina
Backstrom-1992-210f-21	21	heart	1223	HEART	Shina
Backstrom-1992-210f-22	22	blood	946	BLOOD	Shina
Backstrom-1992-210f-23	23	urine	1142	URINE	Shina
Backstrom-1992-210f-24	24	feces	675	FAECES (EXCREMENT)	Shina
Backstrom-1992-210f-25	25	village	930	VILLAGE	Shina
Backstrom-1992-210f-26	26	house	1252	HOUSE	Shina
Backstrom-1992-210f-27	27	roof	769	ROOF	Shina
Backstrom-1992-210f-28	28	door	1567	DOOR	Shina
Backstrom-1992-210f-29	29	firewood	10	FIREWOOD	Shina
Backstrom-1992-210f-30	30	broom	245	BROOM	Shina
Backstrom-1992-210f-31	31	mortar	224	MORTAR CRUSHER	Shina
Backstrom-1992-210f-32	32	pestle	225	PESTLE	Shina
Backstrom-1992-210f-33	33	hammer	1481	HAMMER	Shina
Backstrom-1992-210f-34	34	knife	1352	KNIFE	Shina
Backstrom-1992-210f-35	35	axe	677	AXE	Shina
Backstrom-1992-210f-36	36	rope	1218	ROPE	Shina
Backstrom-1992-210f-37	37	thread	1161	THREAD	Shina
Backstrom-1992-210f-38	38	needle	1382	NEEDLE (FOR SEWING)	Shina
Backstrom-1992-210f-39	39	cloth	1616	CLOTH	Shina
Backstrom-1992-210f-40	40	ring	1374	RING	Shina
Backstrom-1992-210f-41	41	sun	1343	SUN	Shina
Backstrom-1992-210f-42	42	moon	1313	MOON	Shina
Backstrom-1992-210f-43	43	sky	1732	SKY	Shina
Backstrom-1992-210f-44	44	star	1430	STAR	Shina
Backstrom-1992-210f-45	45	rain	658	RAIN (PRECIPITATION)	Shina
Backstrom-1992-210f-46	46	water	948	WATER	Shina
Backstrom-1992-210f-47	47	river	666	RIVER	Shina
Backstrom-1992-210f-48	48	cloud	1489	CLOUD	Shina
Backstrom-1992-210f-49	49	lightning	1654	LIGHTNING	Shina
Backstrom-1992-210f-50	50	rainbow	1733	RAINBOW	Shina
Backstrom-1992-210f-51	51	wind	960	WIND	Shina
Backstrom-1992-210f-52	52	stone	857	STONE	Shina
Backstrom-1992-210f-53	53	path	2252	PATH	Shina
Backstrom-1992-210f-54	54	sand	671	SAND	Shina
Backstrom-1992-210f-55	55	fire	221	FIRE	Shina
Backstrom-1992-210f-56	56	smoke	778	SMOKE (EXHAUST)	Shina
Backstrom-1992-210f-57	57	ash	646	ASH	Shina
Backstrom-1992-210f-58	58	mud	640	MUD	Shina
Backstrom-1992-210f-59	59	dust	2	DUST	Shina
Backstrom-1992-210f-60	60	gold	1369	GOLD	Shina
Backstrom-1992-210f-61	61	tree	906	TREE	Shina
Backstrom-1992-210f-62	62	leaf	628	LEAF	Shina
Backstrom-1992-210f-63	63	root (of tree)	670	ROOT	Shina
Backstrom-1992-210f-64	64	thorn	124	THORN	Shina
Backstrom-1992-210f-65	65	flower	239	FLOWER	Shina
Backstrom-1992-210f-66	66	fruit	1507	FRUIT	Shina
Backstrom-1992-210f-67	67	mango	2398	MANGO	Shina
Backstrom-1992-210f-68	68	banana	868	BANANA	Shina
Backstrom-1992-210f-69	69	wheat	1077	WHEAT	Shina
Backstrom-1992-210f-71	70	rice	926	RICE	Shina
Backstrom-1992-210f-72	71	potato	593	POTATO	Shina
Backstrom-1992-210f-73	72	eggplant	1146	AUBERGINE	Shina
Backstrom-1992-210f-74	73	groundnut	2364	PEANUT	Shina
Backstrom-1992-210f-75	74	chili	919	CHILI PEPPER	Shina
Backstrom-1992-210f-76	75	turmeric	2842	TURMERIC	Shina
Backstrom-1992-210f-77	76	garlic	2368	GARLIC	Shina
Backstrom-1992-210f-78	77	onion	2366	ONION	Shina
Backstrom-1992-210f-79	78	cauliflower	2843	CAULIFLOWER	Shina
Backstrom-1992-210f-80	79	tomato	986	TOMATO	Shina
Backstrom-1992-210f-81	80	cabbage	774	CABBAGE	Shina
Backstrom-1992-210f-82	81	oil	1484	OIL (ORGANIC SUBSTANCE)	Shina
Backstrom-1992-210f-83	82	salt	1274	SALT	Shina
Backstrom-1992-210f-84	83	meat	634	MEAT	Shina
Backstrom-1992-210f-85	84	fat (meat)	1282	FAT (FROM ANIMALS)	Shina
Backstrom-1992-210f-86	85	fish	227	FISH	Shina
Backstrom-1992-210f-87	86	chicken (hen)	1514	HEN	Shina
Backstrom-1992-210f-88	87	egg	744	EGG	Shina
Backstrom-1992-210f-89	88	cow	1007	COW	Shina
Backstrom-1992-210f-90	89	buffalo	934	BUFFALO	Shina
Backstrom-1992-210f-91	90	milk	635	MILK	Shina
Backstrom-1992-210f-92	91	horn	1393	HORN (ANATOMY)	Shina
Backstrom-1992-210f-93	92	tail	1220	TAIL	Shina
Backstrom-1992-210f-94	93	goat	1502	GOAT	Shina
Backstrom-1992-210f-95	94	dog	2009	DOG	Shina
Backstrom-1992-210f-96	95	snake	730	SNAKE	Shina
Backstrom-1992-210f-97	96	monkey	1350	MONKEY	Shina
Backstrom-1992-210f-98	97	mosquito	1509	MOSQUITO	Shina
Backstrom-1992-210f-99	98	ant	587	ANT	Shina
Backstrom-1992-210f-100	99	spider	843	SPIDER	Shina
Backstrom-1992-210f-101	100	name	1405	NAME	Shina
Backstrom-1992-210f-102	101	man	1554	MAN	Shina
Backstrom-1992-210f-103	102	woman	962	WOMAN	Shina
Backstrom-1992-210f-104	103	child	2099	CHILD	Shina
Backstrom-1992-210f-105	104	father	1217	FATHER	Shina
Backstrom-1992-210f-106	105	mother	1216	MOTHER	Shina
Backstrom-1992-210f-107	106	brother	1262	BROTHER	Shina
Backstrom-1992-210f-109	107	sister	1263	SISTER	Shina
Backstrom-1992-210f-111	108	son	1620	SON	Shina
Backstrom-1992-210f-112	109	daughter	1357	DAUGHTER	Shina
Backstrom-1992-210f-113	110	husband	1200	HUSBAND	Shina
Backstrom-1992-210f-114	111	wife	1199	WIFE	Shina
Backstrom-1992-210f-115	112	boy	1366	BOY	Shina
Backstrom-1992-210f-116	113	girl	1646	GIRL	Shina
Backstrom-1992-210f-117	114	day	1225	DAY (NOT NIGHT)	Shina
Backstrom-1992-210f-118	115	night	1233	NIGHT	Shina
Backstrom-1992-210f-119	116	morning	1339	MORNING	Shina
Backstrom-1992-210f-120	117	noon	12	MIDDAY	Shina
Backstrom-1992-210f-121	118	evening	1629	EVENING	Shina
Backstrom-1992-210f-122	119	yesterday	1174	YESTERDAY	Shina
Backstrom-1992-210f-123	120	today	1283	TODAY	Shina
Backstrom-1992-210f-124	121	tomorrow	1329	TOMORROW	Shina
Backstrom-1992-210f-125	122	week	1469	WEEK	Shina
Backstrom-1992-210f-126	123	month	1370	MONTH	Shina
Backstrom-1992-210f-127	124	year	1226	YEAR	Shina
Backstrom-1992-210f-128	125	old	1229	OLD	Shina
Backstrom-1992-210f-129	126	new	1231	NEW	Shina
Backstrom-1992-210f-130	127	good	1035	GOOD	Shina
Backstrom-1992-210f-131	128	bad	1292	BAD	Shina
Backstrom-1992-210f-132	129	wet	1726	WET	Shina
Backstrom-1992-210f-133	130	dry	1398	DRY	Shina
Backstrom-1992-210f-134	131	long	1203	LONG	Shina
Backstrom-1992-210f-135	132	short	1645	SHORT	Shina
Backstrom-1992-210f-136	133	hot	1286	HOT	Shina
Backstrom-1992-210f-137	134	cold	1287	COLD	Shina
Backstrom-1992-210f-138	135	right	1019	RIGHT	Shina
Backstrom-1992-210f-139	136	left	244	LEFT	Shina
Backstrom-1992-210f-140	137	near	1942	NEAR	Shina
Backstrom-1992-210f-141	138	far	1406	FAR	Shina
Backstrom-1992-210f-142	139	big	1202	BIG	Shina
Backstrom-1992-210f-143	140	small	1246	SMALL	Shina
Backstrom-1992-210f-144	141	heavy	1210	HEAVY	Shina
Backstrom-1992-210f-145	142	light	1052	LIGHT (WEIGHT)	Shina
Backstrom-1992-210f-146	143	above	1741	ABOVE	Shina
Backstrom-1992-210f-147	144	below	1485	BELOW OR UNDER	Shina
Backstrom-1992-210f-148	145	white	1335	WHITE	Shina
Backstrom-1992-210f-149	146	black	163	BLACK	Shina
Backstrom-1992-210f-150	147	red	156	RED	Shina
Backstrom-1992-210f-151	148	one	1493	ONE	Shina
Backstrom-1992-210f-152	149	two	1498	TWO	Shina
Backstrom-1992-210f-153	150	three	492	THREE	Shina
Backstrom-1992-210f-154	151	four	1500	FOUR	Shina
Backstrom-1992-210f-155	152	five	493	FIVE	Shina
Backstrom-1992-210f-156	153	six	1703	SIX	Shina
Backstrom-1992-210f-157	154	seven	1704	SEVEN	Shina
Backstrom-1992-210f-158	155	eight	1705	EIGHT	Shina
Backstrom-1992-210f-159	156	nine	1483	NINE	Shina
Backstrom-1992-210f-160	157	ten	1515	TEN	Shina
Backstrom-1992-210f-161	158	eleven	1706	ELEVEN	Shina
Backstrom-1992-210f-162	159	twelve	1707	TWELVE	Shina
Backstrom-1992-210f-163	160	twenty	1710	TWENTY	Shina
Backstrom-1992-210f-164	161	one hundred	1634	HUNDRED	Shina
Backstrom-1992-210f-165	162	who	1235	WHO	Shina
Backstrom-1992-210f-166	163	what	1236	WHAT	Shina
Backstrom-1992-210f-167	164	where	1237	WHERE	Shina
Backstrom-1992-210f-168	165	when	1238	WHEN	Shina
Backstrom-1992-210f-169	166	how many	822	HOW MANY	Shina
Backstrom-1992-210f-170	167	which	727	WHICH	Shina
Backstrom-1992-210f-171	168	this	1214	THIS	Shina
Backstrom-1992-210f-172	169	that	78	THAT	Shina
Backstrom-1992-210f-173	170	these	1214	THIS	Shina
Backstrom-1992-210f-174	171	those	78	THAT	Shina
Backstrom-1992-210f-175	172	same	200	SAME	Shina
Backstrom-1992-210f-176	173	different	2504	DIFFERENT	Shina
Backstrom-1992-210f-177	174	whole	2277	WHOLE	Shina
Backstrom-1992-210f-178	175	broken	588	BROKEN	Shina
Backstrom-1992-210f-179	176	few	1242	FEW	Shina
Backstrom-1992-210f-180	177	many	1198	MANY	Shina
Backstrom-1992-210f-181	178	all	98	ALL	Shina
Backstrom-1992-210f-182	179	you eat!	1336	EAT	Shina
Backstrom-1992-210f-183	180	the dog bites	1403	BITE	Shina
Backstrom-1992-210f-184	181	you are hungry	1533	BE HUNGRY	Shina
Backstrom-1992-210f-185	182	you drink!	1401	DRINK	Shina
Backstrom-1992-210f-186	183	you are thirsty	847	THIRSTY	Shina
Backstrom-1992-210f-187	184	you sleep!	1585	SLEEP	Shina
Backstrom-1992-210f-188	185	you lie down!	1411	LIE (REST)	Shina
Backstrom-1992-210f-189	186	you sit down!	1416	SIT	Shina
Backstrom-1992-210f-190	187	you give!	1447	GIVE	Shina
Backstrom-1992-210f-191	188	you burn the wood!	141	BURN (SOMETHING)	Shina
Backstrom-1992-210f-192	189	he died	1494	DIE	Shina
Backstrom-1992-210f-193	190	you kill the bird!	1417	KILL	Shina
Backstrom-1992-210f-194	191	the bird flies	1441	FLY (MOVE THROUGH AIR)	Shina
Backstrom-1992-210f-195	192	you walk!	1443	WALK	Shina
Backstrom-1992-210f-196	193	you run!	1519	RUN	Shina
Backstrom-1992-210f-197	194	you go!	695	GO	Shina
Backstrom-1992-210f-198	195	you come!	1446	COME	Shina
Backstrom-1992-210f-199	196	you speak!	1623	SPEAK	Shina
Backstrom-1992-210f-200	197	you listen!/hear!	1408	HEAR	Shina
Backstrom-1992-210f-201	198	you look!/see!	1819	LOOK	Shina
Backstrom-1992-210f-202	199	I	1209	I	Shina
Backstrom-1992-210f-203	200	you	1215	THOU	Shina
Backstrom-1992-210f-205	201	he	1211	HE	Shina
Backstrom-1992-210f-206	202	she	1834	SHE	Shina
Backstrom-1992-210f-207	203	we	1212	WE	Shina
Backstrom-1992-210f-209	204	you (plural)	1213	YOU	Shina
Backstrom-1992-210f-210	205	they	817	THEY	Shina
